ASC_Name,Provider_id,NPI,City,State,Zip_code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC_6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Respiratory,ASC_7_Eye,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Gastrointestinal,ASC_7_Nervous_System,ASC_7_skin,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote,ASC_12_Encounter_Start_Date,ASC_12_Encounter_End_Date,ASC_12_RSHV_Rate
EC LASER AND SURGERY INSTITUTE OF WI LLC,52C0001101,1215283866,WAUSAU,WI,54403,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,771",0,"3,747",0,1,0,0,23,,1/1/2016,12/31/2016,93.94,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ASI SURGERY CENTER INC,05C0001305,1215286083,SHERMAN OAKS,CA,91403,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EASTERN SHORE ENDOSCOPY LLC,21C0001542,1215287156,EASTON,MD,21601,2016,0.486,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"2,118",0,0,0,0,"2,118",0,0,,1/1/2016,12/31/2016,97.22,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1277,No Different than the National Rate,9.6,16.7,,1/1/2016,12/31/2016,12.6
RADIUS SURGERY CENTER LLC,11C0001449,1215302906,LAWRENCEVILLE,GA,30046,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,238,0,0,0,196,0,0,42,,1/1/2016,12/31/2016,61.54,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BAY AREA SURGICENTER LLC,10C0001495,1215307012,RIVERVIEW,FL,33578,2016,0,,0,,0,,0,,955.06,,1/1/2016,12/31/2016,Yes,,"6,054",360,0,342,424,"4,813",89,26,,1/1/2016,12/31/2016,94.74,,2016/2017,74.6,,65.08,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,483,No Different than the National Rate,8.8,16.8,,1/1/2016,12/31/2016,12.1
MEMORIALCARE SURGICAL CENTER AT SADDLEBACK LLC,05C0001854,1215338868,LAGUNA NIGUEL,CA,92677,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
RIDGES SURGERY CENTER LLC,24C0001083,1215350509,BURNSVILLE,MN,55337,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,"1,669",391,585,188,262,37,132,74,,1/1/2016,12/31/2016,94.96,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NEBRASKA SURGERY CENTER LLC,28C0001020,1215904131,LINCOLN,NE,68510,2016,0,,0,,0,,1.585,,996.72,,1/1/2016,12/31/2016,Yes,,"2,368",256,0,6,884,606,561,55,,1/1/2016,12/31/2016,84.72,,2016/2017,89.47,,97.73,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,121,No Different than the National Rate,9,18,,1/1/2016,12/31/2016,12.8
ENDOSCOPY CENTER OF MIDDLE GEORGIA LLC,11C0001245,1215915939,MACON,GA,31201,2016,0,,0,,0,,1.432,,N/A,5,1/1/2016,12/31/2016,Yes,,"11,783",0,0,0,0,"11,783",0,0,,1/1/2016,12/31/2016,100,,2016/2017,97.92,,98.96,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1245,No Different than the National Rate,11.1,19,,1/1/2016,12/31/2016,14.5
SURGERY CENTER OF MI PC,23C0001021,1215919113,STERLING HEIGHTS,MI,48313,2016,0.785,,0,,0,,0.785,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"3,310",0,"3,137",0,0,0,0,173,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GASTROINTESTINAL CENTER INC,04C0001013,1215919329,LITTLE ROCK,AR,72205,2016,0,,0,,0,,1.404,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"4,868",0,0,0,0,"4,868",0,0,,1/1/2016,12/31/2016,83.33,,2016/2017,93.98,,86.94,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,696,No Different than the National Rate,9.7,17.8,,1/1/2016,12/31/2016,13.3
NORTH RIVER SURGICAL CENTER LLC,01C0001029,1215926993,TUSCALOOSA,AL,35406,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,350",0,0,0,43,"6,307",0,0,,1/1/2016,12/31/2016,85.71,,2016/2017,92.82,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1118,No Different than the National Rate,8.5,15.6,,1/1/2016,12/31/2016,11.7
MARIN SPECIALTY SURGERY CENTER,05C0001524,1215930078,GREENBRAE,CA,94904,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,251",0,20,175,695,10,308,43,,1/1/2016,12/31/2016,89.89,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CUMBERLAND VALLEY SURGICAL CENTER LLC,18C0001017,1215931134,CORBIN,KY,40701,2016,0,,0,,0,,0,,976.19,,1/1/2016,12/31/2016,Yes,,"8,391",0,"3,452",0,33,"4,833",0,73,,1/1/2016,12/31/2016,79.45,,2016/2017,87.3,,89.71,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,536,No Different than the National Rate,9.9,18.1,,1/1/2016,12/31/2016,13.3
ALL CITY FAMILY HEALTHCARE CENTER INC,33C0001077,1215939186,BROOKLYN,NY,11229,2016,0,,0,,0,,0,,989.25,,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,72.84,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
SURGERY CENTER OF CENTRAL VIRGINIA INC,49C0001018,1215957816,FOREST,VA,24551,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,820",0,"2,820",0,0,0,0,0,,1/1/2016,12/31/2016,56.52,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HOFFMAN ESTATES SURGERY CENTER LLC,14C0001129,1215960992,HOFFMAN ESTATES,IL,60169,2016,0.376,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"6,681",26,"3,426",51,803,"2,139",161,75,,1/1/2016,12/31/2016,97.67,,2016/2017,92,,98.89,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,230,No Different than the National Rate,8.5,16.5,,1/1/2016,12/31/2016,11.9
FRIENDSHIP AMBULATORY SURGERY CENTER,21C0001131,1215967351,CHEVY CHASE,MD,20815,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,076",0,"6,076",0,0,0,0,0,,1/1/2016,12/31/2016,40.58,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SAPLING GROVE AMBULATORY SURGERY CENTER LLC,44C0001107,1215978945,BRISTOL,TN,37620,2016,0,,0,,0,,0,,966.89,,1/1/2016,12/31/2016,Yes,,"1,362",26,0,1,761,297,276,1,,1/1/2016,12/31/2016,87.32,,2016/2017,87.5,,N/A,1,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,30,No Different than the National Rate,8.7,17.8,,1/1/2016,12/31/2016,12.4
ENGLEWOOD SURGERY CENTER LLC,06C0001107,1215981113,ENGLEWOOD,CO,80113,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,337",0,0,0,"1,337",0,0,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
KINGMANSOUTHWESTERN EYE CENTER,03C0001082,1215983135,KINGMAN,AZ,86401,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,974,0,972,0,0,0,0,2,,1/1/2016,12/31/2016,53.85,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SOUTHERN ENDOSCOPY SUITE LLC,11C0001174,1215986609,LAWRENCEVILLE,GA,30046,2016,2.105,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"5,808",0,0,0,0,"5,808",0,0,,1/1/2016,12/31/2016,91.67,,2016/2017,93.44,,90.17,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,541,No Different than the National Rate,9.6,18.2,,1/1/2016,12/31/2016,13.2
MIAMI HAND CENTER LLC,10C0001312,1215988308,MIAMI,FL,33176,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,044",0,0,0,"1,844",0,78,122,,1/1/2016,12/31/2016,30.77,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
WESTSIDE SURGERY CENTER LTD,10C0001162,1215990627,JACKSONVILLE,FL,32205,2016,0,,0,,0,,0,,985.29,,1/1/2016,12/31/2016,Yes,,"1,208",0,396,118,377,101,184,32,,1/1/2016,12/31/2016,47.01,,2016/2017,23.81,,34.62,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,32,No Different than the National Rate,8.8,17.7,,1/1/2016,12/31/2016,12.4
GAINESVILLE SURG CTR LP,11C0001081,1215993100,GAINESVILLE,GA,30501,2016,0,,0,,0,,0,,977.01,,1/1/2016,12/31/2016,Yes,,"3,131",9,756,4,546,"1,477",181,158,,1/1/2016,12/31/2016,81.45,,2016/2017,96.36,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,264,No Different than the National Rate,9.5,18.2,,1/1/2016,12/31/2016,13.2
SLOAN EYE CLINIC,04C0001008,1215994280,BATESVILLE,AR,72501,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,073",0,"1,073",0,0,0,0,0,,1/1/2016,12/31/2016,23.53,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HARRISBURG INTERVENTIONAL PAIN MGMT CTR,39C0001191,1215997929,HARRISBURG,PA,17109,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"8,426",0,0,0,638,0,"7,788",0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MANKATO CLINIC ENDOSCOPY CENTER LLC,24C0001049,1225004625,MANKATO,MN,56001,2016,2.278,,0,,0,,2.273,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,849",0,0,0,0,"2,849",0,0,,1/1/2016,12/31/2016,82.86,,2016/2017,100,,96.83,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,184,No Different than the National Rate,8.2,16.2,,1/1/2016,12/31/2016,11.8
ARC OF GEORGIA LLC,11C0001002,1225023021,BRUNSWICK,GA,31520,2016,0,,0,,0,,0,,990.83,,1/1/2016,12/31/2016,Yes,,"3,019",0,"1,901",45,567,15,480,11,,1/1/2016,12/31/2016,33.33,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TALLGRASS SURGICAL CENTER LLC,17C0001057,1225036601,TOPEKA,KS,66615,2016,0,,0,,0,,1.093,,978.57,,1/1/2016,12/31/2016,Yes,,"2,165",0,728,3,917,90,377,50,,1/1/2016,12/31/2016,58.21,,2016/2017,94.12,,N/A,1,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
ST THOMAS MEDICAL GROUP ENDOSCOPY CENTER LLC,44C0001031,1225039761,NASHVILLE,TN,37205,2016,0,,0,,0,,2.299,,500,1,1/1/2016,12/31/2016,Yes,,"2,104",0,0,0,0,"2,104",0,0,,1/1/2016,12/31/2016,93.33,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,505,No Different than the National Rate,10.3,19.2,,1/1/2016,12/31/2016,14.1
PACIFIC SURGERY CENTER LLC,38C0001034,1225042575,EUGENE,OR,97401,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,669",0,"2,542",0,11,0,"3,987",129,,1/1/2016,12/31/2016,73.08,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
STATE HILL SURGICENTER LLC,39C0001264,1225050347,WYOMISSING,PA,19610,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,298",0,"1,298",0,0,0,0,0,,1/1/2016,12/31/2016,76.47,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PROCEDURE CENTER OF IRVINE INC,05C0001700,1225058068,IRVINE,CA,92618,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,68,0,0,1,0,67,0,0,,1/1/2016,12/31/2016,94.12,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
THE SURGERY CENTER OF NACOGDOCHES,45C0001267,1225064736,NACOGDOCHES,TX,75965,2016,0,,0,,0,,1.1,,982.46,,1/1/2016,12/31/2016,Yes,,"1,646",6,134,59,424,704,90,229,,1/1/2016,12/31/2016,89.61,,2016/2017,65.08,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,224,No Different than the National Rate,10.1,20,,1/1/2016,12/31/2016,14.2
CAROLINA SURGICAL CENTER,42C0001017,1225064876,ROCK HILL,SC,29732,2016,0,,0,,0,,1.07,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,386",543,"2,302",116,83,107,2,233,,1/1/2016,12/31/2016,93.02,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LIBERTY CATARACT CENTER LLC,26C0001078,1225070527,LIBERTY,MO,64068,2016,4.62,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"2,758",0,"2,758",0,0,0,0,0,,1/1/2016,12/31/2016,52.38,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
COTTONWOODSOUTHWESTERN EYE CENTER,03C0001217,1225075435,COTTONWOOD,AZ,86326,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,475",0,"1,410",0,0,0,0,65,,1/1/2016,12/31/2016,54.55,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CORTEZ FOOT SURGERY CENTER PA,10C0001081,1225077241,BRADENTON,FL,34207,2016,0,,0,,0,,0,,989.58,,1/1/2016,12/31/2016,Yes,,388,0,0,0,371,0,0,17,,1/1/2016,12/31/2016,38.46,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GRAMERCY SURGERY CENTER LTD,45C0001061,1225091630,HOUSTON,TX,77025,2016,0,,0,,0,,0.826,,763.16,,1/1/2016,12/31/2016,Yes,,"4,150",3,"3,820",0,18,4,14,291,,1/1/2016,12/31/2016,73.57,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EL PASO SURGERY CENTERS LP,45C0001000,1225091721,EL PASO,TX,79902,2016,0,,0,,0,,0,,654.55,,1/1/2016,12/31/2016,Yes,,"4,487",4,"4,369",15,43,6,4,46,,1/1/2016,12/31/2016,95.05,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
OUTPATIENT WOMEN'S AND CHILDREN'S SURGERY CENTER LTD,45C0001409,1225091739,HOUSTON,TX,77054,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,575",16,0,638,51,801,0,69,,1/1/2016,12/31/2016,100,,2016/2017,79.37,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,42,No Different than the National Rate,9.2,18.3,,1/1/2016,12/31/2016,13.2
GAINESVILLE EYE CENTER LLC,11C0001295,1225096134,GAINESVILLE,GA,30501,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,766",0,"2,766",0,0,0,0,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
COMMONWEALTH EYE SURGERY,18C0001032,1225107014,LEXINGTON,KY,40504,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"4,713",0,"4,713",0,0,0,0,0,,1/1/2016,12/31/2016,89.19,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
COMPREHENSIVE PAIN MANAGEMENT CENTER INC,05C0001507,1225123227,FRESNO,CA,93720,2016,0,,0,,0,,0,,974.36,,1/1/2016,12/31/2016,Yes,,231,0,0,0,0,0,228,3,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ROCKVILLE AMBULATORY SURGERY LP,21C0001254,1225128424,ROCKVILLE,MD,20852,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
VALLEY AMBULATORY SURGICAL CENTER,39C0001233,1225133994,BETHLEHEM,PA,18020,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,52,No Different than the National Rate,8.5,16.9,,1/1/2016,12/31/2016,12.2
NORTHEAST AMBULATORY CENTER INC,22C0001024,1225140510,STONEHAM,MA,2180,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,740",0,0,0,0,0,"1,740",0,,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EYE SURGERY CENTER OF BEVERLY HILLS,05C0001802,1225179898,BEVERLY HILLS,CA,90211,2016,4.608,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE SURGERY CENTER OF RIVERSIDE,05C0001097,1225184153,RIVERSIDE,CA,92503,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LOS ANGELES ENDOSCOPY CENTER,05C0001405,1225188808,LOS ANGELES,CA,90020,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,274",0,0,0,0,"1,274",0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,70.62,,82.61,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,250,No Different than the National Rate,9.4,18,,1/1/2016,12/31/2016,13
ST MARKS SURGICAL CENTER LLC,10C0001498,1225199482,FORT MYERS,FL,33912,2016,0,,0.215,,1.503,,1.074,,950.82,,1/1/2016,12/31/2016,Yes,,"5,918",0,"4,244",0,0,0,0,"1,674",,1/1/2016,12/31/2016,42.65,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GALLERIA SURGERY CENTER LLC,21C0001040,1225221435,HAGERSTOWN,MD,21740,2016,0,,0,,0,,0,,750,1,1/1/2016,12/31/2016,Yes,,962,0,78,0,0,0,0,884,,1/1/2016,12/31/2016,71.43,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
WESTERN CAROLINA ENDOSCOPY CENTER LLC,34C0001141,1225225592,FRANKLIN,NC,28734,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,069",0,0,0,0,"2,069",0,0,,1/1/2016,12/31/2016,68.75,,2016/2017,92.48,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,393,No Different than the National Rate,8.9,17.1,,1/1/2016,12/31/2016,12.2
GULF COAST SURGICAL CENTER,19C0001111,1225228547,HOUMA,LA,70360,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"5,032",607,0,106,738,815,"2,752",14,,1/1/2016,12/31/2016,68.12,,2016/2017,97.14,,93.62,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,44,No Different than the National Rate,8.6,17.3,,1/1/2016,12/31/2016,12.3
VALLEY EYE AND LASER CENTER INCPS,50C0001237,1225230634,RENTON,WA,98055,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,851",0,"1,851",0,0,0,0,0,,1/1/2016,12/31/2016,94.29,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
FRESNO ENDOSCOPY CENTER,05C0001419,1225245723,FRESNO,CA,93720,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,186,No Different than the National Rate,9,17.4,,1/1/2016,12/31/2016,12.6
EYE ASSOCIATES SURGERY CENTER INC,50C0001279,1225252257,MOUNT VERNON,WA,98274,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,421",0,"2,152",0,0,0,0,269,,1/1/2016,12/31/2016,67.5,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,89.3,,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SMOKE RANCH SURGERY CENTER LLC,29C0001081,1225263775,LAS VEGAS,NV,89128,2016,0,,0,,0,,0,,981.13,,1/1/2016,12/31/2016,Yes,,325,0,0,0,325,0,0,0,,1/1/2016,12/31/2016,81.25,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MAIN LINE ENDOSCOPY CTR SOUTH,39C0001135,1225268915,MEDIA,PA,19063,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,311",0,0,0,0,"2,311",0,0,,1/1/2016,12/31/2016,100,,2016/2017,92.41,,43.81,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,262,No Different than the National Rate,9.1,18,,1/1/2016,12/31/2016,12.8
